faceImages,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,faceQuestions.thisRepN,faceQuestions.thisTrialN,faceQuestions.thisN,faceQuestions.thisIndex,faceImages_q,ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,image.started,mouse_6.started,slider_rad_therapy.response,slider_rad_therapy.rt,slider_surgery.response,slider_surgery.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,instrBlock.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,face_image_q.started,slider_trustworthy.started,text_trustworthy.started,slider_aggressive.started,text_aggressive.started,Confirm.started,mouse_7.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
images\RCHEEK_CFD_LM_203_026_N.png,0,11,11,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_006_M_F_N_A.png,0,12,12,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_WF_002_004_N.png,0,13,13,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_BF_214_308_N.png,0,14,14,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_WM_212_097_N.png,0,15,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_LF_224_176_N.png,0,16,16,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_AF_237_223_N.png,0,17,17,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_AF_237_223_N.png,0,18,18,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_006_M_F_N_A.png,0,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_LF_224_176_N.png,0,20,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_WF_200_099_N.png,0,21,21,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_BM_213_134_N.png,0,22,22,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_087_M_M_N_A.png,0,23,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_LM_203_026_N.png,0,24,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_AF_245_143_N.png,0,25,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_BM_234_172_N.png,0,26,26,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_BM_234_172_N.png,0,27,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_AF_245_143_N.png,0,28,28,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_WM_212_097_N.png,0,29,29,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_035_M_F_N_A.png,0,30,30,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_AF_237_223_N.png,0,31,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_AM_233_236_N.png,0,32,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_087_M_M_N_A.png,0,33,33,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_AM_233_236_N.png,0,34,34,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_LM_201_057_N.png,0,35,35,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_136_M_M_N_A.png,0,36,36,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_035_M_F_N_A.png,0,37,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_AF_245_143_N.png,0,38,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_AM_233_236_N.png,0,39,39,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_BM_213_134_N.png,0,40,40,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_WF_200_099_N.png,0,41,41,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_AF_231_357_N.png,0,42,42,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_WM_212_097_N.png,0,43,43,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_BF_224_002_N.png,0,44,44,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_LM_201_057_N.png,0,45,45,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_WF_002_004_N.png,0,46,46,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_AF_231_357_N.png,0,47,47,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_BM_234_172_N.png,0,48,48,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_WF_250_167_N.png,0,49,49,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_BM_213_134_N.png,0,50,50,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_LF_224_176_N.png,0,51,51,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_LM_203_026_N.png,0,52,52,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_LF_224_176_N.png,0,53,53,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_136_M_M_N_A.png,0,54,54,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_BF_224_002_N.png,0,55,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_AF_237_223_N.png,0,56,56,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_LM_203_026_N.png,0,57,57,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_WF_250_167_N.png,0,58,58,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_136_M_M_N_A.png,0,59,59,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_AF_231_357_N.png,0,60,60,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_BF_224_002_N.png,0,61,61,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_AM_233_236_N.png,0,62,62,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_WF_250_167_N.png,0,63,63,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_BF_214_308_N.png,0,64,64,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_AF_245_143_N.png,0,65,65,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_035_M_F_N_A.png,0,66,66,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_BM_213_134_N.png,0,67,67,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_WF_200_099_N.png,0,68,68,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_BF_214_308_N.png,0,69,69,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_BF_224_002_N.png,0,70,70,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_BM_234_172_N.png,0,71,71,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_AM_233_236_N.png,0,72,72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_006_M_F_N_A.png,0,73,73,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_BM_234_172_N.png,0,74,74,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_WF_200_099_N.png,0,75,75,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_006_M_F_N_A.png,0,76,76,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_WF_002_004_N.png,0,77,77,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_WF_200_099_N.png,0,78,78,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_AF_245_143_N.png,0,79,79,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_AF_231_357_N.png,0,80,80,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_087_M_M_N_A.png,0,81,81,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_AF_231_357_N.png,0,82,82,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_WF_250_167_N.png,0,83,83,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_CFD_LF_224_176_N.png,0,84,84,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_035_M_F_N_A.png,0,85,85,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_087_M_M_N_A.png,0,86,86,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\RCHEEK_CFD_BF_224_002_N.png,0,87,87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_WF_250_167_N.png,0,88,88,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_AF_237_223_N.png,0,89,89,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_CFD_LM_201_057_N.png,0,90,90,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\NASALTIP_CFD_WF_002_004_N.png,0,91,91,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\FOREHEAD_CFD_WF_002_004_N.png,0,92,92,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LIP_035_M_F_N_A.png,0,93,93,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
images\LCHEEK_087_M_M_N_A.png,0,94,94,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_22h58.17.034,FaceAttractiveness,2022.2.5,143.30199318668414,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.199542700000165,10.497199100000216,10.497199100000216,10.497199100000216,10.497199100000216,10.497199100000216,0.3113345000001573,,,,,,,,,
